source_id,rq_id,field,lane_1_value,lane_2_value,resolution,human_confirmation
FRV2-A-015,RQ-A,actual_interval_hours,NOT_APPLICABLE,216,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,outcome_domain,PLAN_INTELLIGIBILITY;TEMPLATE_EXISTENCE,PLAN_TEMPLATE;COMPREHENSION,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,outcome_measure,Existence of 9-day sample and 10-day mention,Verifiable sample-plan structure,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,instrument_protocol,OFFICIAL_WEBPAGE_VERIFIED,Coach-authored advice webpage,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,time_horizon,TEMPLATE_ONLY,Prospective template,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,time_points,NOT_APPLICABLE,Nine-day schedule,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,missingness,"Implementation, adherence, outcomes, and adverse events NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,adverse_events,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,effect_estimate,Verified plan only; actual use NOT_FOUND_IN_SOURCE,No measured outcome; template existence only,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,uncertainty,Advice/template without measured cohort,No named implemented cohort and no outcome evaluation,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,individual_response,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-015,RQ-A,limitations,"Cannot substantiate common use, optimality, safety, recovery completion, or TRAINORACLE numerical policy","Can support intelligibility only; not common use, optimality, safety, or numerical policy",NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,event,SHORT_SPRINTS;SHORT_HURDLES,Short sprints and short hurdles,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,competitive_level,HIGH_SCHOOL;COLLEGE;PROFESSIONAL,High-school; college; professional,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,season,IN_SEASON,In-season,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,intervention,Official coaching-symposium 10-day plan,Ten-day in-season setup,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,comparator,No athlete sample or comparator,No athlete cohort comparator,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,component_order,10-day in-season setup,Competition-anchored ten-day plan,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,actual_interval_hours,NOT_APPLICABLE,240,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,outcome_domain,PLAN_EXISTENCE;COMPETITION_ALIGNMENT,PLAN_TEMPLATE;COMPETITION_ANCHOR,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,outcome_measure,Presented 10-day setup and meet-schedule rationale,Verifiable ten-day setup and meet-schedule rationale,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,instrument_protocol,OFFICIAL_PDF_VERIFIED,Official USTFCCCA coaching-symposium PDF,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,time_horizon,IN_SEASON_TEMPLATE,In-season planning,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,time_points,NOT_APPLICABLE,Ten-day plan,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,missingness,"Athlete sample, adherence, outcomes, exact intervals, and adverse events NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,adverse_events,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,effect_estimate,Verified plan only; actual use NOT_VERIFIED,No measured outcome or verified actual use,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,uncertainty,Wrong-event directness; presentation without outcomes,Wrong event directness; coach presentation; no sample,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,individual_response,NOT_APPLICABLE,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-016,RQ-A,limitations,"Competition anchors may inform mechanics, but sprint programming cannot determine youth middle-distance dose, interval, efficacy, or safety",Supports competition-anchor concept only; cannot determine youth middle-distance dose or 9.5-day safety,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,event,MARATHON,Marathon,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,competitive_level,ELITE_PROFESSIONAL,Elite professional,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,season,2023_BOSTON_MARATHON_BUILD,2023 Boston Marathon build,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,intervention,Athlete-described 10-day cycle,Ten-day training cycle,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,component_dose,Two workouts and a long run; three recovery days after long run,Two workouts and one long run followed by three recovery days after long run,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,component_order,Exact workout order beyond reported components NOT_REPORTED,Quality sessions within ten-day cycle,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,separation_hours,Three days after long run; exact hours NOT_VERIFIED,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,actual_interval_hours,NOT_REPORTED,240,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,outcome_domain,PRACTICE_USE;PERFORMANCE_CONTEXT;SUBJECTIVE_RECOVERY_RATIONALE,PRACTICE_USE;SELF_REPORTED_PERFORMANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,outcome_measure,Verified 10-day use; fifth place; 2:22:10 context,Verified ten-day use; Boston finish context,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,instrument_protocol,OFFICIAL_WEBPAGE_VERIFIED athlete interview/report,Athlete interview/report,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,time_horizon,ONE_MARATHON_BUILD,Single marathon build,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,time_points,RETROSPECTIVE_REPORT,Ten-day cycle,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,missingness,"Exact daily dose, actual hours, and adverse events NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,effect_estimate,Verified athlete self-report of 10-day use; performance is context only,Fifth place in 2:22:10 reported; no causal effect estimate,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,uncertainty,Single athlete; no comparator or causal attribution,Single athlete; adult marathon; no comparator,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,individual_response,Single-athlete response only,Self-reported practice only,NOT_VERIFIED,PENDING_HUMAN
FRV2-A-017,RQ-A,limitations,Corrects conflicting 9-day overview; no evidence for 9 or 9.5 days; no youth/middle-distance transfer or safety inference,Corrects erroneous nine-day secondary report; performance cannot validate 9.5 days,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,population,12 male trained adolescent runners,12 trained adolescent male runners,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,event,LONG_DISTANCE_RUNNING,All-out 21-km run,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,competitive_level,TRAINED,Trained,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,comparator,Pre-session baseline,Pre-run baseline,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,component_dose,One all-out 21-km run,21 km all-out,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,component_order,NOT_APPLICABLE,Single endurance bout,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,outcome_measure,TBARS; uric acid; glutathione; XO; SOD; CAT,"TBARS, uric acid, glutathione, XO, SOD, CAT",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,instrument_protocol,Blood sampling; ABSTRACT_ONLY,Blood sampling; abstract-level protocol,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,time_horizon,24 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,time_points,PRE;2H;4H;24H,Pre; 2 h; 4 h; 24 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,missingness,"Performance, force, gait, subjective recovery, and maturity NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,effect_estimate,CAT and TBARS elevated at 24 h versus pre; other domains not measured,CAT and TBARS remained elevated at 24 h versus pre-run,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,uncertainty,Small male-only sample; abstract-level estimates,n=12; male only; abstract only; no performance or neuromuscular outcomes,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-001,RQ-B,limitations,"Extreme endurance bout; no comparator; residual biomarker is not harm, readiness, safety, or clearance","Extreme endurance bout and biomarker-only evidence; cannot diagnose, clear training, or set spacing",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,population,10 male trained adolescent runners,10 trained adolescent male runners,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,event,LONG_DISTANCE_RUNNING,All-out 21-km run,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,competitive_level,TRAINED,Trained,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,comparator,Pre-session baseline,Pre-run baseline,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,component_dose,One all-out 21-km run,21 km all-out,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,component_order,NOT_APPLICABLE,Single endurance bout,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,outcome_domain,BIOCHEMICAL;RENAL_CALCULATION,BIOCHEMICAL,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,outcome_measure,Urea; creatinine; CK; LDH; Hb/Hct; calculated eGFR; plasma-volume change,"Urea, creatinine, CK, LDH, hemoglobin, hematocrit, eGFR, plasma-volume change",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,instrument_protocol,Blood sampling and calculations; ABSTRACT_ONLY,Blood sampling and calculated renal markers; abstract-level protocol,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,time_horizon,24 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,time_points,PRE;2H;4H;24H,Pre; 2 h; 4 h; 24 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,missingness,"Performance, force, gait, maturity, and hydration detail NOT_REPORTED",NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,effect_estimate,Early renal and muscle-marker changes reported sustained at 24 h,Early biochemical changes were sustained at 24 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,uncertainty,Small male-only cohort; hydration-sensitive calculations; abstract-level detail,n=10; male only; abstract only; hydration-sensitive calculations,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-002,RQ-B,limitations,"Extreme event; biomarkers cannot be converted into diagnosis, safety judgment, readiness, or clearance","No performance, force, or gait measure; biomarkers cannot determine safety or next-MAIN clearance",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,event,ADVENTURE_RACING,One-day 48.2-km and two-day 66.0-km adventure races,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,competitive_level,TRAINED,Trained,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,intervention,One-day 48.2-km and two-day 66.0-km adventure races 10 weeks apart,"Trail running, cycling, kayaking, and skating races ten weeks apart",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,component_dose,Trail running; cycling; kayaking; skating across 48.2 or 66.0 km,48.2 km one-day; 66.0 km two-day,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,component_order,MULTI_MODAL_RACE,Mixed-modality race sequence,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,separation_hours,10 weeks between race exposures,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,outcome_measure,Drop jump; squat jump; MVIC; soreness; cTnI; CK-MB,"Drop jump, squat jump, MVIC, soreness, cTnI, CK-MB",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,instrument_protocol,FULL_TEXT_VERIFIED,"Jump tests, isometric force, soreness scale, blood biomarkers",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,time_horizon,72 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,time_points,PRE;POST;24H_TO_72H_DEPENDING_ON_MARKER,Pre; post; 24-72 h depending on marker,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,missingness,No female athletes; no cardiac-function measure; no blood after day 1 of two-day race,No blood draw after day 1 of the two-day race,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,effect_estimate,Drop-jump height -5.9% post; squat jump and MVIC unchanged; soreness elevated at 24 h and not different at 72 h; most cardiac markers toward baseline 24-48 h except CK-MB after two-day race,Drop-jump height -5.9% post; MVIC unchanged; soreness not different at 72 h; most cardiac markers toward baseline by 24-48 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,uncertainty,n=12; mixed modalities and durations; marker-specific time points,n=12; male only; mixed modalities and durations; marker-specific follow-up,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,individual_response,Marker domains changed differently,NOT_REPORTED,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-003,RQ-B,limitations,"No whole-athlete recovery or safety inference; target interval 72 h is comparison context only, never clearance",Young-athlete but not middle-distance evidence; marker trajectories cannot establish whole-athlete recovery or safety,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,event,SOCCER_MATCH,90-minute soccer match,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,competitive_level,ELITE_YOUTH,Elite youth,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,intervention,90-minute match with no subsequent training,Official match with no subsequent training,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,component_dose,One 90-minute match,90-minute match,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,component_order,NOT_APPLICABLE,Single match exposure,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,separation_hours,No subsequent training,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,instrument_protocol,FULL_TEXT_VERIFIED; joint-angle testing,Posterior-chain isometric test at multiple joint angles,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,time_horizon,72 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,time_points,PRE;POST;24H;48H;72H,Pre; post; 24 h; 48 h; 72 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,missingness,Cohort-specific day-to-day reliability NOT_REPORTED,No cohort-specific day-to-day reliability,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,effect_estimate,"Force -18% post, -8% at 24 h, not different at 48 h, +12% at 72 h","Peak force -18% post, -8% at 24 h, not different at 48 h, and +12% at 72 h",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,uncertainty,One team and one match; familiarization may affect 72-h value,One team and one match; repeated familiarization may explain 72-h value,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,individual_response,Large individual and joint-angle variation,Large individual and joint-angle variation reported,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-004,RQ-B,limitations,"Soccer indirectness; a single force test and elapsed 72 h do not establish clearance, readiness, or safety",Single force test and indirect soccer population cannot clear a runner or define 72 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,event,SOCCER_MATCH,Competitive soccer match,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,competitive_level,ELITE_YOUTH,Elite youth,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,intervention,Competitive match followed by static stretching or passive recovery crossover,Post-match static stretching or passive recovery in crossover,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,comparator,Static stretching versus passive recovery; pre-match baseline,Static stretching versus passive recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,component_dose,Match plus assigned recovery condition,Competitive match plus assigned recovery condition,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,component_order,POST_MATCH_RECOVERY_CONDITION,Crossover recovery intervention,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,separation_hours,Crossover washout NOT_VERIFIED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,actual_interval_hours,48,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,outcome_measure,CMJ; soreness; CK,"CMJ, soreness, CK",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,instrument_protocol,FULL_TEXT_VERIFIED,"Countermovement jump, soreness scale, creatine kinase",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,time_horizon,48 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,time_points,PRE;POST;48H,Pre; post; 48 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,missingness,No 24-h or 72-h measure,No 24- or 72-h measure,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,effect_estimate,CMJ remained lower and soreness/CK elevated at 48 h in both conditions; stretching differed only for CK at 48 h,CMJ remained lower and soreness/CK remained elevated at 48 h in both conditions,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,uncertainty,n=10; intervention confounds natural kinetics,n=10; intervention confounds natural kinetics; soccer-specific,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-005,RQ-B,limitations,Soccer-specific; cannot set runner interval; no clearance or safety inference,Cannot set a runner interval or treat stretching as restoration,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,event,SOCCER_MATCH,Official soccer match,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,competitive_level,ELITE_YOUTH,Elite youth,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,component_dose,One official match,NOT_VERIFIED,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,component_order,NOT_APPLICABLE,Single match exposure,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,separation_hours,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,target_interval_hours,72,72_COACH_TARGET_NOT_STUDY_CLEARANCE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,actual_interval_hours,48,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,outcome_measure,Low-frequency fatigue; CMJ; fatigue; recovery; soreness,"Low-frequency fatigue, CMJ, subjective fatigue, soreness, recovery perception",NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,instrument_protocol,ABSTRACT_ONLY,Abstract-level objective and subjective measures,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,time_horizon,48 HOURS,Acute recovery,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,time_points,-2H;+30MIN;+24H;+48H,-2 h; +30 min; 24 h; 48 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,missingness,"Biochemical, gait, 72-h, and full protocol details NOT_REPORTED",No 72-h measure,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,effect_estimate,Low-frequency fatigue reduced post but not different at 24 h; CMJ unchanged; subjective and soreness measures impaired through 48 h,Low-frequency fatigue not different at 24 h and CMJ unchanged; subjective and soreness measures remained impaired through 48 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,uncertainty,Abstract-only; male soccer,Abstract only; male soccer; incomplete outcome coverage,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,individual_response,Objective and subjective marker domains disagreed,Outcome domains disagreed within the same study,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-006,RQ-B,limitations,"No universal recovery state; 72 h was not observed and remains a target only, not clearance",Evidence requires domain separation and cannot be normalized to recovered,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-007,RQ-B,event,SOCCER_MATCH_AND_TRAINING,Friendly soccer match plus training at 48 h,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-007,RQ-B,competitive_level,ELITE_YOUTH,Elite youth,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-007,RQ-B,season,NOT_REPORTED,NOT_APPLICABLE,NOT_VERIFIED,PENDING_HUMAN
FRV2-B-007,RQ-B,intervention,Friendly match then randomized complete or reduced training at 48 h,Match followed by complete or reduced training at 48 h,NOT_VERIFIED,PENDING_HUMAN
